68,9328
67,6409
67,7764
68,8086
68,4026
68,5598
71,0256
70,5408
70,1542
70,3067
71,0928
72,3775
73,1854
73,8242
73,6256
74,0536
75,8994
75,0903
76,3929
76,3928
77,1326
76,3657
75,4575
77,8503
76,2450
77,7792
79,4951
79,1144
79,0689
78,6805
76,8614
77,3409
76,4609
79,2593
77,9273
76,3264
75,1723
77,3674
78,9969
81,8394
77,7965
80,5714
83,5913
79,4614
78,4862
78,6678
76,5650
76,5230
76,4275
76,6041
75,9507
72,9299
72,8827
72,5066
70,7865
70,2690
69,5165
70,9333
71,1211
71,2553
71,3215
70,5806
70,4012
70,8295
70,2244
69,1755
69,2151
69,2000
69,3026
68,5156
67,6698
67,7691
66,7402
66,2584
66,7370
66,2393
65,6836
65,4789
65,6210
65,5973
64,8673
64,9120
64,7785
65,4799
66,4607
66,6343
65,4541
64,5693
64,3908
64,6606
63,6832
63,3991
63,8525
63,7993
64,3742
64,1686
65,3159
63,5004
62,5038
61,9286
62,7888
62,6309
62,1620
61,4419
61,3587
62,2433
63,1248
62,2237
61,1535
61,2967
62,2942
62,7061
65,0962
65,6248
65,9414
65,0336
65,7364
66,2367
65,5470
65,6727
66,5151
66,0410
66,1747
66,1455
65,6445
65,3623
65,9273
67,1574
67,9571
68,0093
68,4961
67,6219
68,7932
68,4864
67,6850
67,0102
66,6756
65,3495
66,7152
66,4779
67,4473
69,3142
69,9461
70,7465
68,1216
66,9608
65,7222
65,8289
65,5034
64,9363
63,9988
65,0169
63,2098
64,4977
63,8399
63,8644
62,7184
62,9182
62,4677
60,3458
58,9906
59,7665
60,2231
58,7816
58,0374
57,3578
57,0232
57,0025
56,8336
56,8423
56,9504
56,6642
56,9774
56,6079
56,6685
56,9803
57,2174
57,2192
56,4112
55,6049
55,6555
55,4756
55,8413
55,5240
54,8126
54,6026
54,0746
54,2081
53,5569
53,8006
53,3301
53,8999
54,0409
55,2679
54,5285
54,8219
55,9100
56,0435
56,2463
54,9908
53,0590
53,4413
52,8213
52,9716
52,2907
51,0178
50,3223
49,8613
49,7901
49,9204
49,7919
49,1777
49,2175
50,0115
50,0774
49,5366
50,9140
50,7511
50,3615
49,9816
51,7574
51,1388
51,7029
52,3041
51,4690
50,2473
51,6011
53,6555
53,9728
51,5207
50,5295
49,6749
50,5033
51,9749
52,4220
51,0678
52,5424
54,0270
55,3328
56,5161
56,7534
56,9902
58,3536
57,6500
58,4643
57,7279
56,4271
57,3879
58,7710
59,4452
60,0341
59,8308
61,3483
61,7510
62,1497
61,3167
60,9595
62,6797
60,6649
59,9938
61,8457
61,8745
62,3649
62,2248
61,2718
60,7109
62,5906
63,5083
61,7235
62,1307
62,4001
62,8353
62,6632
65,0862
66,0994
66,0585
65,4469
65,7817
66,0432
68,6113
65,4470
67,7727
69,6640
68,9291
68,7303
67,1506
67,8153
65,5937
63,3930
65,4000
65,5558
64,9862
64,9732
65,1738
64,8337
66,0983
64,8425
62,7363
56,2376
56,2584
56,6801
52,0343
52,6159
54,4913
54,5687
56,4940
60,6825
59,6029
67,7851
61,1512
58,3461
56,8919
54,7932
54,2758
54,2116
53,3079
53,1088
52,6932
54,3821
50,7678
51,8068
