77,4158
77,0264
79,3552
80,5386
79,5257
78,8685
79,2242
77,3059
76,495
76,1235
76,6168
76,7229
77,3423
77,65
77,8938
78,0885
77,6328
77,0491
77,1449
76,7675
77,3714
78,032
78,449
78,1055
78,1851
77,3346
77,6319
79,0732
79,0566
78,2164
77,1487
77,0808
76,0992
76,1224
75,744
75,2033
74,9778
75,0223
75,2574
75,0956
75,2048
75,3163
76,2826
75,7585
75,4087
75,268
75,4015
73,5765
74,0718
74,0056
74,9588
75,3995
75,3312
74,6401
74,7995
73,7823
73,292
73,1634
73,7015
72,8558
72,9555
73,7116
73,1506
73,4667
73,717
73,2782
72,8745
73,5325
73,1149
74,4114
73,1543
72,581
72,5804
71,565
71,729
71,4585
71,0675
70,7443
71,3428
71,8825
71,592
70,9881
70,8703
70,9912
70,7118
70,9414
71,1138
71,4936
71,8276
71,3983
70,5747
71,1734
69,998
69,7955
69,0183
68,8651
69,1003
69,446
69,8744
69,7446
69,6567
69,5536
70,2013
68,4949
68,5617
68,1966
68,686
69,1601
68,6504
68,6754
69,1249
70,1445
70,4928
71,0038
70,7948
71,6901
71,6123
70,9631
71,118
72,4881
72,6718
73,616
73,4875
73,929
73,7134
73,4267
74,1003
74,5643
73,7551
74,8191
74,3813
73,0162
74,1033
74,4935
74,5651
74,7727
75,9065
77,0694
75,5185
73,958
74,1841
74,8437
72,9953
73,6013
73,7523
74,2565
74,9406
75,5471
76,0059
76,4918
77,2349
78,731
78,4426
79,3378
78,8122
77,4751
78,2023
78,2965
79,5936
79,9236
79,1566
80,8692
75,4362
74,6596
72,6133
74,8742
72,9375
71,3747
68,5685
67,6538
66,2666
65,9881
66,4319
66,8806
66,0217
65,4708
65,3726
64,0561
64,2038
63,571
63,8115
63,4645
63,5556
63,6413
63,2143
63,3759
64,1332
64,11
63,3488
62,8877
63,1093
63,715
63,9203
63,2759
62,5451
62,2825
62,9797
62,0857
61,902
61,8397
61,8802
61,5553
61,5573
61,6574
61,4315
61,4394
61,2727
61,0548
61,283
61,2437
61,8227
62,0922
